id,park_code,name,full_name,designation,description,street,city,state,zipcode,lat_long,url
4A2954A3-F00F-46E4-8FC7-BB2766350518,glde,Gloria Dei Church,Gloria Dei Church National Historic Site,National Historic Site,Before Pennsylvania there was New Sweden. Discover this last historic link to a forgotten past. Visit the church's pastoral surroundings and its burial ground of patriots and ordinary citizens alike.,916 S. Swanson Street,Philadelphia,PA,19147,"lat:39.93435005, long:-75.14398924",https://www.nps.gov/glde/index.htm
0E797FA8-6E31-418B-A68F-13CEE37A2AF5,goga,Golden Gate,Golden Gate National Recreation Area,National Recreation Area,"Experience a park so rich it supports 19 distinct ecosystems with over 2,000 plant and animal species. Go for a hike, enjoy a vista, have a picnic or learn about the centuries of overlapping history from California’s indigenous cultures, Spanish colonialism, the Mexican Republic, US military expansion and the growth of San Francisco. All of this and more awaits you, so get out and find your park.",Golden Gate National Recreation Area,San Francisco,CA,94123-0022,"lat:37.85982543, long:-122.6007386",https://www.nps.gov/goga/index.htm
8F858FBE-8E28-491A-BCBD-67E23D535EEA,gosp,Golden Spike,Golden Spike National Historical Park,National Historical Park,"One of the greatest technological achievements of the 19th century, the completion of the first transcontinental railroad across the United States. Visitors to the park can see the location of the Last Spike Site, 1869 railroad construction features, walk or drive on the original railroad grade, and get an up close view of Victorian era replica locomotives.",6200 North 22300 West,Promontory Summit,UT,84307,"lat:41.61947508, long:-112.5242653",https://www.nps.gov/gosp/index.htm
F7DA09B4-41C4-4372-9EBB-15AD1526B391,gois,Governors Island,Governors Island National Monument,National Monument,"From 1794 to 1966, the U.S. Army on Governors Island was part of the social, political, and economic tapestry of New York City. Today, the island is a vibrant summer seasonal venue of art, culture, and performance against the backdrop of two centuries of military heritage and the skyline of one of the great cities of the world. The island is open to the public, May 1st thru Oct 31st",Governors Island,New York,NY,10004-1921,"lat:40.69164233, long:-74.01670765",https://www.nps.gov/gois/index.htm
B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,grca,Grand Canyon,Grand Canyon National Park,National Park,"Located in Arizona, Grand Canyon National Park encompasses 277 miles (446 km) of the Colorado River and adjacent uplands. The park is home to much of the immense Grand Canyon; a mile (1.6 km) deep, and up to 18 miles (29 km) wide. Layered bands of colorful rock reveal millions of years of geologic history. Grand Canyon is unmatched in the incomparable vistas it offers visitors from the rim.",20 South Entrance Road,Grand Canyon,AZ,86023,"lat:36.0001165336017, long:-112.12151636301",https://www.nps.gov/grca/index.htm
F614E6C5-1283-431A-AF44-15FC849D65FE,para,Grand Canyon-Parashant,Grand Canyon-Parashant National Monument,National Monument,"Take a lonely and rocky two-track road in a 4x4 to the edge of the Grand Wash Cliffs. Find a stunning solitary vista deep into the Grand Canyon. Relax in the shade of ponderosas at Mt. Trumbull. Touch ancient waters at Pakoon Springs in one of the driest places in the world. Parashant is remote. There are no crowds here. Be equipped to leave pavement, cell service, and the 21st century behind.",345 East Riverside Drive,St. George,UT,84790,"lat:36.41535465, long:-113.6682797",https://www.nps.gov/para/index.htm
E463E13F-FCD4-41B3-AEF3-BA3199E04399,grpo,Grand Portage,Grand Portage National Monument,National Monument,Travel into the past to discover the present. Explore the partnership of the Grand Portage Ojibwe and the North West Company during the North American fur trade and the NPS today. Follow pathways into a distant time. Experience the sights and smells of a bustling depot reconstructed in its exact location. Hear the beat of the drum echo over Gichigami - Lake Superior.,170 Mile Creek Road,Grand Portage,MN,55605,"lat:47.99294217, long:-89.75573031",https://www.nps.gov/grpo/index.htm
FF73E2AA-E274-44E1-A8F5-9DD998B0F579,grte,Grand Teton,Grand Teton National Park,National Park,"Rising above a scene rich with extraordinary wildlife, pristine lakes, and alpine terrain, the Teton Range stands as a monument to the people who fought to protect it. These are mountains of the imagination. Mountains that led to the creation of Grand Teton National Park where you can explore over two hundred miles of trails, float the Snake River, and enjoy the serenity of this remarkable place.",103 Headquarters Loop,Moose,WY,83012,"lat:43.81853565, long:-110.7054666",https://www.nps.gov/grte/index.htm
72A30002-12FA-4738-BCA7-1FA8062214CB,grko,Grant-Kohrs Ranch,Grant-Kohrs Ranch National Historic Site,National Historic Site,"Wide open spaces, the hard-working cowboy, his spirited cow pony, and vast herds of cattle are among the strongest symbols of the American West. Once the headquarters of a 10 million acre cattle empire, Grant-Kohrs Ranch National Historic Site preserves these symbols and commemorates the role of cattlemen in American history.",251 Grant Circle,Deer Lodge,MT,59722,"lat:46.41358923, long:-112.7467024",https://www.nps.gov/grko/index.htm
4C1A549B-080F-4522-9CA7-67BB5A0845CA,grba,Great Basin,Great Basin National Park,National Park,"From the 13,063-foot summit of Wheeler Peak, to the sage-covered foothills, Great Basin National Park is a place to sample the stunning diversity of the larger Great Basin region. Come and partake of the solitude of the wilderness, walk among ancient bristlecone pines, bask in the darkest of night skies, and explore mysterious subterranean passages. There's a whole lot more than just desert here!",Great Basin National Park,Baker,NV,89311,"lat:38.94617378, long:-114.2579782",https://www.nps.gov/grba/index.htm
5B1021C9-5F48-4747-B0E4-6F508FDF96AE,greg,Great Egg Harbor River,Great Egg Harbor River,,"The River gradually widens as it picks up the waters of 17 tributaries on its way to Great Egg Harbor and the Atlantic Ocean. Established by Congress in 1992, nearly all of this 129-mile river system rests within the Pinelands National Reserve. This National Park Service unit is unusual in that local jurisdictions continue to administer the lands.",Route 50,Estell Manor,NJ,08330,"lat:39.30421499, long:-74.64969521",https://www.nps.gov/greg/index.htm
4DC6F018-E87E-46AE-8F05-BA30D3B82FF9,grfa,Great Falls,Great Falls Park,Park,"At Great Falls, the Potomac River builds up speed and force as it falls over a series of steep, jagged rocks and flows through the narrow Mather Gorge. The Patowmack Canal offers a glimpse into the early history of this country. Great Falls Park has many opportunities to explore history and nature, all in a beautiful 800-acre park only 15 miles from the Nation's Capital.",9200 Old Dominion Dr.,McLean,VA,22102,"lat:38.98776107, long:-77.25128326",https://www.nps.gov/grfa/index.htm
461D40CC-4379-4C1B-ADB8-3563147F61A1,grsa,Great Sand Dunes,Great Sand Dunes National Park & Preserve,National Park & Preserve,"Open all day and night year round, the tallest dunes in North America are the centerpiece in a diverse landscape of grasslands, wetlands, conifer and aspen forests, alpine lakes, and tundra. Experience a starry sky on moonless nights, or a surreal walk on the dunes under bright full moonlight.",Visitor Center,Mosca,CO,81146,"lat:37.79256812, long:-105.5919572",https://www.nps.gov/grsa/index.htm
D9819727-18DF-4A84-BDDE-D4F2696DE340,grsm,Great Smoky Mountains,Great Smoky Mountains National Park,National Park,"Ridge upon ridge of forest straddles the border between North Carolina and Tennessee in Great Smoky Mountains National Park. World renowned for its diversity of plant and animal life, the beauty of its ancient mountains, and the quality of its remnants of Southern Appalachian mountain culture, this is America's most visited national park.",Sugarlands Visitor Center,Gatlinburg,TN,37738,"lat:35.60116374, long:-83.50818326",https://www.nps.gov/grsm/index.htm
67B6A06A-1B09-44DE-BCA4-C013EE30DDD0,grsp,Green Springs,Green Springs,,"Green Springs National Historic Landmark District in Virginia’s Piedmont encompasses over 14,000 acres. Its landscapes and structures, privately owned today but viewable from public roads, offer a continuum of rural vernacular architecture with minimal alteration. Many of the farmsteads, often dating to the 19th century and connecting to one another visually, are preserved through easements.",Western Louisa County,Multiple Privately Owned Properties,VA,23093,"lat:38.02745704, long:-78.16540204",https://www.nps.gov/grsp/index.htm
8CEE28AB-50AE-4AC6-ACEF-B209A5346743,gree,Greenbelt,Greenbelt Park,Park,"Greenbelt Park is located in suburban Greenbelt, Maryland. Visit to enjoy affordable camping, peaceful surroundings and National Park Service hospitality. Greenbelt Park has a 174 site campground, nine miles of trails and three picnic areas.",6565 Greenbelt Road,Greenbelt,MD,20770,"lat:38.98328267, long:-76.89722133",https://www.nps.gov/gree/index.htm
6510001B-685D-4688-A963-4ECE7AB609DB,gumo,Guadalupe Mountains,Guadalupe Mountains National Park,National Park,"Come experience mountains and canyons, desert and dunes, night skies and spectacular vistas within a place unlike any other. Guadalupe Mountains National Park protects the world's most extensive Permian fossil reef, the four highest peaks in Texas, an environmentally diverse collection of flora and fauna, and the stories of lives shaped through conflict, cooperation and survival.",400 Pine Canyon,Salt Flat,TX,79847,"lat:31.92304462, long:-104.885527",https://www.nps.gov/gumo/index.htm
D1417003-3F9E-4FE0-9C6B-8ECE50855C7B,guco,Guilford Courthouse,Guilford Courthouse National Military Park,National Military Park,"""I never saw such fighting since God made me. The Americans fought like demons."" - Lt. General Charles, Earl Cornwallis On March 15, 1781, six years into the American Revolution, General Greene and Lord Cornwallis' troops faced off at a small courthouse community. This 2.5 hour battle would change the course of the Southern Campaign of the American Revolution.",2332 New Garden Road,Greensboro,NC,27410,"lat:36.13225478, long:-79.8424561",https://www.nps.gov/guco/index.htm
ACA78E27-3C26-4C8B-8CCB-9F0B5BED247F,guis,Gulf Islands,Gulf Islands National Seashore,National Seashore,"What is it that entices people to the sea? Poet John Masefield wrote, “I must go down to the seas again, for the call of the running tide is a wild call and a clear call that may not be denied.” Millions of visitors are drawn to the islands in the northern Gulf of Mexico for the white sandy beaches, the aquamarine waters, a boat ride, a camping spot, a tour of an old fort, or a place to fish.",1801 Gulf Breeze Parkway,Gulf Breeze,FL,32563,"lat:30.29924926, long:-87.75064297",https://www.nps.gov/guis/index.htm
